symbol_family,count,run_count,runs,ticks,reward_sum,event_reward_sum,avg_reward,dominant_sight_state,sight_state_dominant_count,sight_state_dominant_share,sight_state_distinct,dominant_hearing_state,hearing_state_dominant_count,hearing_state_dominant_share,hearing_state_distinct,dominant_feeling_state,feeling_state_dominant_count,feeling_state_dominant_share,feeling_state_distinct,dominant_inner_state,inner_state_dominant_count,inner_state_dominant_share,inner_state_distinct,dominant_contact_state,contact_state_dominant_count,contact_state_dominant_share,contact_state_distinct,dominant_binding_state,binding_state_dominant_count,binding_state_dominant_share,binding_state_distinct,dominant_action,action_dominant_count,action_dominant_share,action_distinct,dominant_outcome_event,outcome_event_dominant_count,outcome_event_dominant_share,outcome_event_distinct,avg_dominant_share,state_distinct_total,stability_label,stability_sentence,passive_only
dio_02qu,3,3,"156,157,158","17,17,17",3.0,3.0,1.0,sehen_teilform,3,1.0,1,hoeren_mittlere_spannung,3,1.0,1,fuehlen_offen,3,1.0,1,inner_consequence_carried,3,1.0,1,real_contact_carried,3,1.0,1,multisensory_carried_contact,3,1.0,1,LONG,3,1.0,1,TP,3,1.0,1,1.0,8,multisensory_stable_repeat,"dio_02qu: multisensory_stable_repeat; Bindung=multisensory_carried_contact; Sehen=sehen_teilform, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_offen; Runs=156,157,158.",1
dio_0arw,1,1,158,6,1.0,1.0,1.0,sehen_teilform,1,1.0,1,hoeren_leise,1,1.0,1,fuehlen_offen,1,1.0,1,inner_consequence_carried,1,1.0,1,real_contact_carried,1,1.0,1,multisensory_carried_contact,1,1.0,1,LONG,1,1.0,1,TP,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_0arw: multisensory_stable_repeat; Bindung=multisensory_carried_contact; Sehen=sehen_teilform, Hoeren=hoeren_leise, Fuehlen=fuehlen_offen; Runs=158.",1
dio_0fiy,1,1,156,4,-1.0,-1.0,-1.0,sehen_bewegte_form,1,1.0,1,hoeren_helle_spannung,1,1.0,1,fuehlen_hohe_spannung,1,1.0,1,inner_consequence_burdened,1,1.0,1,real_contact_burdened,1,1.0,1,multisensory_burdened_memory,1,1.0,1,LONG,1,1.0,1,SL,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_0fiy: multisensory_stable_repeat; Bindung=multisensory_burdened_memory; Sehen=sehen_bewegte_form, Hoeren=hoeren_helle_spannung, Fuehlen=fuehlen_hohe_spannung; Runs=156.",1
dio_0igh,1,1,156,9,0.0,0.0,0.0,sehen_geformte_bewegung,1,1.0,1,hoeren_mittlere_spannung,1,1.0,1,fuehlen_koharent_gespannt,1,1.0,1,inner_consequence_quiet,1,1.0,1,observed_without_action,1,1.0,1,multisensory_quiet_observation,1,1.0,1,WAIT,1,1.0,1,NO_TRADE,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_0igh: multisensory_stable_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_koharent_gespannt; Runs=156.",1
dio_0x1o,1,1,157,7,1.0,1.0,1.0,sehen_stabile_form,1,1.0,1,hoeren_mittlere_spannung,1,1.0,1,fuehlen_inkoharent,1,1.0,1,inner_consequence_carried,1,1.0,1,real_contact_carried,1,1.0,1,multisensory_carried_contact,1,1.0,1,LONG,1,1.0,1,TP,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_0x1o: multisensory_stable_repeat; Bindung=multisensory_carried_contact; Sehen=sehen_stabile_form, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_inkoharent; Runs=157.",1
dio_143d,1,1,156,11,0.0,0.0,0.0,sehen_geformte_bewegung,1,1.0,1,hoeren_leise,1,1.0,1,fuehlen_koharent_gespannt,1,1.0,1,inner_consequence_quiet,1,1.0,1,observed_without_action,1,1.0,1,multisensory_quiet_observation,1,1.0,1,WAIT,1,1.0,1,NO_TRADE,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_143d: multisensory_stable_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_leise, Fuehlen=fuehlen_koharent_gespannt; Runs=156.",1
dio_14xc,1,1,158,11,0.0,0.0,0.0,sehen_geformte_bewegung,1,1.0,1,hoeren_leise,1,1.0,1,fuehlen_koharent_gespannt,1,1.0,1,inner_consequence_quiet,1,1.0,1,held_impulse_without_action,1,1.0,1,multisensory_quiet_hold,1,1.0,1,WAIT,1,1.0,1,NO_TRADE,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_14xc: multisensory_stable_repeat; Bindung=multisensory_quiet_hold; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_leise, Fuehlen=fuehlen_koharent_gespannt; Runs=158.",1
dio_1g2t,1,1,156,3,0.0,0.0,0.0,sehen_teilform,1,1.0,1,hoeren_helle_spannung,1,1.0,1,fuehlen_hohe_spannung,1,1.0,1,inner_consequence_quiet,1,1.0,1,observed_without_action,1,1.0,1,multisensory_quiet_observation,1,1.0,1,WAIT,1,1.0,1,NO_TRADE,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_1g2t: multisensory_stable_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_teilform, Hoeren=hoeren_helle_spannung, Fuehlen=fuehlen_hohe_spannung; Runs=156.",1
dio_1qwp,1,1,156,10,0.0,0.0,0.0,sehen_geformte_bewegung,1,1.0,1,hoeren_mittlere_spannung,1,1.0,1,fuehlen_koharent_gespannt,1,1.0,1,inner_consequence_quiet,1,1.0,1,observed_without_action,1,1.0,1,multisensory_quiet_observation,1,1.0,1,WAIT,1,1.0,1,NO_TRADE,1,1.0,1,1.0,8,multisensory_stable_repeat,"dio_1qwp: multisensory_stable_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_koharent_gespannt; Runs=156.",1
dio_1vpi,3,3,"156,157,158","12,12,12",3.0,3.0,1.0,sehen_geformte_bewegung,3,1.0,1,hoeren_mittlere_spannung,3,1.0,1,fuehlen_koharent_gespannt,3,1.0,1,inner_consequence_carried,3,1.0,1,real_contact_carried,3,1.0,1,multisensory_carried_contact,3,1.0,1,SHORT,3,1.0,1,TP,3,1.0,1,1.0,8,multisensory_stable_repeat,"dio_1vpi: multisensory_stable_repeat; Bindung=multisensory_carried_contact; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_koharent_gespannt; Runs=156,157,158.",1
dio_16yc,2,2,"156,157","2,2",1.0,1.0,0.5,sehen_stabile_form,2,1.0,1,hoeren_helle_spannung,2,1.0,1,fuehlen_inkoharent,2,1.0,1,inner_consequence_quiet,1,0.5,2,observed_without_action,1,0.5,2,multisensory_quiet_observation,1,0.5,2,WAIT,1,0.5,2,NO_TRADE,1,0.5,2,0.6875,13,multisensory_mixed_repeat,"dio_16yc: multisensory_mixed_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_stabile_form, Hoeren=hoeren_helle_spannung, Fuehlen=fuehlen_inkoharent; Runs=156,157.",1
dio_1txv,3,3,"156,157,158","1,1,1",1.0,1.0,0.333333,sehen_stabile_form,3,1.0,1,hoeren_mittlere_spannung,3,1.0,1,fuehlen_koharent_ruhig,3,1.0,1,inner_consequence_quiet,2,0.666667,2,observed_without_action,2,0.666667,2,multisensory_quiet_observation,2,0.666667,2,WAIT,2,0.666667,2,NO_TRADE,2,0.666667,2,0.791667,13,multisensory_mixed_repeat,"dio_1txv: multisensory_mixed_repeat; Bindung=multisensory_quiet_observation; Sehen=sehen_stabile_form, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_koharent_ruhig; Runs=156,157,158.",1
